1758772721	546
1758772722	544
1758772723	601
1758772724	608
1758772725	606
1758772726	605
1758772728	603
1758772729	602
1758772730	600
1758772731	599
1758772732	601
1758772733	600
1758772734	599
1758772735	597
1758772736	596
1758772737	594
1758772739	593
1758772740	591
1758772741	590
1758772742	588
1758772743	588
1758772744	588
1758772745	588
1758772746	588
1758772747	588
1758772748	588
1758772750	588
1758772751	588
1758772752	588
1758772753	588
1758772754	588
1758772755	588
1758772756	588
1758772757	588
1758772758	588
1758772759	588
1758772761	588
1758772762	588
1758772764	588
1758772765	588
1758772766	588
1758772767	588
1758772768	588
1758772769	583
1758772771	583
1758772772	584
1758772773	585
