1758771923	472
1758771924	472
1758771925	503
1758771926	503
1758771927	503
1758771928	503
1758771930	503
1758771931	502
1758771932	503
1758771933	504
1758771934	503
1758771935	503
1758771936	503
1758771937	503
1758771938	503
1758771939	503
1758771941	503
1758771942	503
1758771943	503
1758771944	503
1758771945	503
1758771946	502
1758771947	505
1758771948	504
1758771949	504
1758771951	504
1758771952	504
1758771953	504
1758771954	504
1758771955	504
1758771956	504
1758771957	504
1758771958	504
1758771959	504
1758771961	504
1758771962	504
1758771963	504
1758771964	504
1758771965	504
1758771966	504
1758771967	503
1758771968	503
1758771969	503
1758771971	503
1758771972	503
1758771973	503
1758771974	503
1758771975	503
1758771976	503
